,route,ewt_mean,ewt_perc_25,ewt_perc_50,ewt_perc_75,rbt_geral,rbt_perc_25,rbt_perc_50,rbt_perc_75
191,6093-10-0,1.1997442801756875,1.1770322458113005,1.1835241960704346,1.2132012042283595,0.19901829135338553,0.24083037164995444,0.2871701312988203,0.3768843958835319
192,609F-10-0,0.9072273363895678,0.9331880254794449,0.9654557845927634,1.1151064386696008,0.3871711079121828,0.4458213252174413,0.4288276574203292,0.36339390628985657
193,6200-10-0,1.5118801254278897,1.4696475500221162,1.471086630438841,1.6502974585574246,0.4715961597565446,0.6184444991620405,0.4688138227754813,0.7632840342468542
194,637G-10-0,0.8225996224233864,0.8743784973552552,0.8830833087214772,0.8915020969054085,0.20640630752876482,0.2612418086544112,0.2983548247243968,0.41544588176164476
195,6450-10-0,1.1042415487921962,1.1228699044996926,1.130581500048606,1.1921335959670638,0.2710278897167272,0.3230717419278076,0.42290810461551914,0.6256147424259901
196,675G-10-0,0.695390411745381,0.7327681290282582,0.7679145565046224,0.7871823843169082,0.22641867063193216,0.24118782848607,0.2872074517791147,0.2971949458503184
197,675I-10-0,0.8866079096814191,0.9323040267237236,0.9570801662532208,0.9691977451718774,0.2250970574000745,0.273327539568501,0.2886047158119988,0.27557982991087104
198,675R-10-0,0.8120255206473532,0.8419844918377668,0.826786319808147,0.8251204589799739,0.26073991520889706,0.3150308867399988,0.32156604206951256,0.32035359325299523
199,6803-10-0,0.7588087363458669,0.7738728184836566,0.7818644505455581,0.8011873175609099,0.41784040590137767,0.47433914212104833,0.5636141914754048,0.5242930262375239
200,6805-10-0,0.6449575218770865,0.6573060657965324,0.6613352865284859,0.674445764445589,0.7152581925648167,0.8892964299497128,1.041156923536415,1.1873410560197455
201,6820-10-0,0.7975925806113412,0.8157703702221106,0.8150898941448897,0.8181994302141575,0.2949446066559167,0.3341818835872606,0.393084412665371,0.4371002061317163
202,6823-10-0,0.9438068312258014,0.9385091090769461,0.9364001335208438,0.9352996309098272,0.2789215235576782,0.3592510733373479,0.4315906103204135,0.44525068224489983
203,6825-10-0,0.8917022506460672,0.8973035701707606,0.8965634440310619,0.8956147968891871,0.3405906432888307,0.38133756423442267,0.4076544182427016,0.47921652197089426
204,6835-10-0,0.7662389704669816,0.7629977112453827,0.7759583163232953,0.7747473534614284,0.31369725191655756,0.36008464448021016,0.39991377517640087,0.5137355916358052
205,6836-10-0,0.9965951154465117,0.9912226599065838,0.9948688868072091,0.999233677680374,0.4463725846570428,0.5961443298752633,0.7404921633718596,1.0079529656088613
206,6837-10-0,1.2424667919464696,1.2431442928631926,1.2862120727268525,1.325023800930073,0.24265648441520216,0.26353990319179676,0.3165970887533742,0.5233132240068098
207,6840-10-0,1.2487607383952293,1.2818069889380599,1.2841254359152767,1.3185175181030502,0.3292444643678393,0.29832633875195663,0.32573802568221943,0.44140649489438794
208,6913-10-0,1.0055301429808212,1.1721265024585994,1.2591128044189468,1.5855340600113064,0.1863315101937167,0.23304649752352677,0.2973222338914718,0.43977430696984776
209,695H-10-0,1.0993399139915234,1.1011047200221937,1.1102548341838032,1.1462814677095865,0.19790720189676145,0.23640015551646218,0.3321328858455628,0.4884822275554419
210,6960-10-0,0.7325726748704721,0.7853050800015354,0.8254062986815521,0.8404855750147435,0.23137283615201903,0.2797264422553344,0.41919152226408807,0.5918975286664726
211,7013-10-0,0.8052078961567383,0.8400117731674289,0.860425062228055,0.863420727845267,0.3103587769712951,0.40500848117123256,0.4598868496593389,0.6280646448214031
212,7016-10-0,0.7845954394535217,0.8045960913737623,0.804340515436458,0.8091979191294678,0.46305931806528094,0.6660856629009551,0.7478611165240442,0.432255288381202
213,701U-10-0,0.7938156636073546,0.8500268707150272,0.8716893865258788,0.8985457681095841,0.21703843536212042,0.2484766571272079,0.2550742995078997,0.24952571578596094
214,702C-10-0,0.9471946029358499,0.9598164891430174,0.9790785511762531,1.0043817545000697,0.2173345434283697,0.27000091198608245,0.3510470019911063,0.454358481414857
215,702U-10-0,0.9803344153766573,0.9930339211735907,1.0166746542759504,1.0384085421601381,0.3084265698006041,0.3390513192565967,0.3792235874083937,0.4023822391241308
216,7055-10-0,1.0363710418524665,1.0185816353665402,1.034806936332652,1.0324474489513473,0.11282935017218343,0.14235008023506285,0.18552412237062352,0.18549255334966447
217,7062-10-0,0.8471597931332757,0.8452987446831202,0.8464790132980072,0.8411330676385559,0.3487042231719377,0.3836062473387535,0.683401721421651,1.161570875881315
218,709G-10-0,0.652382725010736,0.7029426347420886,0.7216407052502956,0.7246873369994656,0.3308982417195725,0.4059197410590859,0.5706921419326612,1.0484842490752642
219,709P-10-0,1.936511500460603,1.8878164662044672,1.9551285066012112,2.021011608358895,0.3569697973871239,0.41439935622621815,0.3508229034800459,0.36527141234238397
220,719R-10-0,0.9984796051256801,1.0308283236377813,1.1459656871268207,1.232145448515838,0.20591609210497505,0.25163109992763877,0.30948684489091693,0.48901637688009353
221,736G-10-0,1.0949087724599689,1.1018222661736905,1.1004911288370054,1.1453830969066774,1.037330781225791,1.2055495605816602,1.565648791441734,0.4707778374862206
222,737A-10-0,0.8914362523155981,0.9260003333216437,0.9452804836267085,0.9754727774749663,0.38992000986631725,0.4473859196309509,0.43206157858899746,0.45021282281515973
